CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0563-46,01-318,CIUDAD CAPITAL,ZONA 1,LICEO CANADIENSE,11 CALLE 1-53,23750055,LESLIE AZUCENA MONZON TECUN,ADA LUCRECIA MIJANGOS TEO DE ARANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0564-46,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3-59,24637777,ERICK ESTUARDO SANCHEZ ARCHILA,ANA ISABEL TELLO SAENZ DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0565-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,22533937,LESLIE AZUCENA MONZON TECUN,LILIAN LISETH GARCA SANDOVAL DE STRAUBE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0567-46,01-317,CIUDAD CAPITAL,ZONA 1,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIAN MUSICAL ""JESAS MARAA ALVARADO""",2A. CALLE 4-04,22516651,MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCION LOPEZ MUAOZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0568-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,22533937,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA PATRICIA RAMOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0571-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,22531216,MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0573-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,22531216,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0574-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11 ZONA 1,22531216,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0582-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TACNICO INTEGRAL SANTA TERESA DE JESAS,12 CALLE 10-37,22201454,NORMA ARACELY PALOMO FRANCO DE DIAZ,SILVIA SUSANA SALAZAR SOTO DE MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0584-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",57529460,CARLOS HUMBERTO GONZALEZ DE LEON,MARIA CRISTINA GEREDA AREVALO DE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0585-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-38",57529460,CARLOS HUMBERTO GONZALEZ DE LEON,MARIA CRISTINA GEREDA AREVALO DE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0587-46,01-307,CIUDAD CAPITAL,ZONA 1,"CENTRO EDUCATIVO ""MONTENEVADO""",3A. AVE. 10-29,22537097,NORMA ARACELY PALOMO FRANCO DE DIAZ,ALBA LETICIA REYES CIFUENTES DE RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0588-46,01-627,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""INDO LATINOA ",4A. AVENIDA 13-35,22380338,ISAURA AMPARO RECINOS CARRILLO,SONIA ESTELA RAMIREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0590-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO SANTO DOMINGO DE GUZMAN,13 AVE. 9-36,22518090,CARLOS HUMBERTO GONZALEZ DE LEON,MARINA FLORES MORAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0593-46,01-301,CIUDAD CAPITAL,ZONA 1,COLEGIO BILINGAE ESPECIALIZADO EN COMPUTACIAN YULIMAYA PC,12 CALLE 4-17,22091400,ERICK ESTUARDO SANCHEZ ARCHILA,OBDUVER UBALDO DOMINGO CASTAAON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0594-46,01-403,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL PARA MAESTROS DE EDUCACIAN MUSICAL JESAS MARAA ALVARADO,10 AVENIDA 2-24,58571956,CARLOS HUMBERTO GONZALEZ DE LEON,HERBERT GUSTAVO LAPEZ JOCOL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0595-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687,MARIANO DOMINGO ESTRADA TELETOR,MARIA ISABEL POLANCO PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0596-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,22518774,MARIANO DOMINGO ESTRADA TELETOR,GEOVANA FRINNE SAMAYOA PRADO DE ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0599-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL PARA SEAORITAS CENTRO AMARICA,"1A. CALLE ""C"" 2-29",22200329,AMADO SALOMON FLORES PEREZ,FERNANDO MAURICIO RUANO M.,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0600-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TACNICO COMERCIAL,4TA. AVENIDA 5-26,22329118,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIA JOSEFINA SALAY ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0605-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO TACNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,36117881,AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0608-46,01-318,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLAGICO DE COMPUTACIAN I.T.C.,2A. CALLE 11-65,22200060,LESLIE AZUCENA MONZON TECUN,DULCE MARIA CHICHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0611-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO MIXTO CIENCIAS SECRETARIALES,4A. AVENIDA 4-12,22380855,CARLOS HUMBERTO GONZALEZ DE LEON,SONIA ELVIRA PINEDA GUDIEL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0619-46,01-301,CIUDAD CAPITAL,ZONA 1,"""INSTITUTO NACIONAL CENTRAL""",9A. AVENIDA 9-27,22328285,ERICK ESTUARDO SANCHEZ ARCHILA,CARLOS ALFREDO VALDEZ PAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0623-46,01-310,CIUDAD CAPITAL,ZONA 1,COLEGIO LOYOLA,12 AVE. 4-30,22044800,ALMA SALGUERO DE SALAZAR,PADRE ORLANDO JOSE AGUILAR CASTRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0627-46,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO DE EDUCACIAN BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""DOCTOR JUAN JOSA ARAVALO BERMEJO""",8A. AVENIDA 9-60,22536894,CARLOS HUMBERTO GONZALEZ DE LEON,EDNA MARIETA DE LA CRUZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA NORTE
00-01-0628-46,01-318,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLAGICO DE COMPUTACION I.T.C.,2A. CALLE 11-65,22200060,LESLIE AZUCENA MONZON TECUN,DULCE MARIA CHINCHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0631-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO FRANCAS,5A. AVENIDA 9-80,22516728,AMADO SALOMON FLORES PEREZ,ANA MARIA DE LA LUZ ESTRADA RAMAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0638-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3-59,24637777,CARLOS HUMBERTO GONZALEZ DE LEON,JOSA RODERICO TELLO TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE
00-01-0639-46,01-319,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLAGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,22327022,ISAURA AMPARO RECINOS CARRILLO,FREDY AMILCAR CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0640-46,01-319,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLAGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,22327022,ISAURA AMPARO RECINOS CARRILLO,FREDY AMILCAR CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0641-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLAGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,22327022,NORMA ARACELY PALOMO FRANCO DE DIAZ,FREDY AMILCAR CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0642-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLAGICO MAYA DE GUATEMALA III,15 CALLE 3-29,230835,NORMA ARACELY PALOMO FRANCO DE DIAZ,MARGARITA DE JESUS BARRIOS CASTILLO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0643-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,23083514,NORMA ARACELY PALOMO FRANCO DE DIAZ,NORMA ARACELY PALOMO FRANCO DE DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0644-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,23083514,ISAURA AMPARO RECINOS CARRILLO,MARGARITA DE JESUS BARRIOS CASTILLO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0645-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,23083514,ISAURA AMPARO RECINOS CARRILLO,MARGARITA DE JESUS BARRIOS CASTILLO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0646-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLAGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,22327022,NORMA ARACELY PALOMO FRANCO DE DIAZ,FREDY AMILCAR CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0647-46,01-403,CIUDAD CAPITAL,ZONA 1,"COLEGIO TECNOLAGICO CENTRO CULTURAL DE LAS AMARICAS, NO. 1",11 CALLE 3-59,22214343,CARLOS HUMBERTO GONZALEZ DE LEON,EDGAR ENRIQUE ZAMORA ESPINOZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0648-46,01-627,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACIAN CONTINUADA PARA ADOLESCENTES CON DISCAPACIDAD AUDITIVA,2DA. AVENIDA 8-53,22534953,ISAURA AMPARO RECINOS CARRILLO,JANELVA ZUSELLY BARAHONA DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0652-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO TACNICO PROGRESISTA,2A. AVENIDA 3-59,22512759,AMADO SALOMON FLORES PEREZ,RUDY ALBERTO GALVEZ VALLEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0656-46,01-106,CIUDAD CAPITAL,ZONA 1,"CENTRO EDUCACIONAL MIXTO PRIVADO ""KINGSTON""",8A. CALLE 12-46,2232068,CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA GIDI DAVID DE ROSENBERG,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0658-46,01-618,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACIAN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,22381970,ROSA GEORGINA RIOS CASTILLO,DAYSI MABELI ALARCN PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0659-46,01-618,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACIAN EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,22381970,ROSA GEORGINA RIOS CASTILLO,DEYSI MABELI ALARCON PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0663-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,22204447,MARIANO DOMINGO ESTRADA TELETOR,GUILLERMO CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0664-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,22204447,MARIANO DOMINGO ESTRADA TELETOR,GUILLERMO CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0666-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,22204447,ISAURA AMPARO RECINOS CARRILLO,GUILLERMO CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0667-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,22204447,ISAURA AMPARO RECINOS CARRILLO,GUILLERMO CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0670-46,01-318,CIUDAD CAPITAL,ZONA 1,"COLEGIO CATOLICO MIXTO ""EUGENIO PACELLI""",13 CALLE 0-61,22382755,LESLIE AZUCENA MONZON TECUN,WILFREDO CARACUN TOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0671-46,01-317,CIUDAD CAPITAL,ZONA 1,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIAN MUSICAL ""JESUS MARAA ALVARADO""",2A. CALLE 4-04,22516651,MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCION LOPEZ MUAOZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0672-46,01-316,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLAGICO CENTRO CULTURAL DE LAS AMARICA,8 CALLE 0-30,22321894,CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0673-46,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO CATALICO SAN LUCAS,14 CALLE 6-82,22381236,NORMA ARACELY PALOMO FRANCO DE DIAZ,BRENDA ROCSANA CRUZ NAJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0674-46,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO CATALICO SAN LUCAS,14 CALLE 6-82,22381236,NORMA ARACELY PALOMO FRANCO DE DIAZ,BRENDA ROCSANA CRUZ NAJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0677-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO CATALICO SAN LUCAS,14 CALLE 6-82,22381236,CARLOS HUMBERTO GONZALEZ DE LEON,RITA ANGELICA CATALAN SOSA DE MAYEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0683-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,22380100,NORMA ARACELY PALOMO FRANCO DE DIAZ,ERICA ANABELLA MANSILLA MEJAA DE PONCIANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0685-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO CATALICO SAN LUCAS,14 CALLE 6-82,22381236,CARLOS HUMBERTO GONZALEZ DE LEON,RITA ANGELICA CATALAN SOSA DE MAYAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0688-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3-59 ZONA 1,24637777,CARLOS HUMBERTO GONZALEZ DE LEON,LICENCIADA ANA ISABEL TELLO SAENZ DE LAPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0692-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO DE COMPUTACIAN SIGLO 21 NO. 3,13 CALLE 9-60,22959172,MARIANO DOMINGO ESTRADA TELETOR,JORGE ROLANDO MORALES PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0693-46,01-307,CIUDAD CAPITAL,ZONA 1,ESCUELA MUNICIPAL DE MASICA,8AV. AVENIDA 12-10 ZONA 1 (ANTIGUO CLUB AMERICANO),42451489,NORMA ARACELY PALOMO FRANCO DE DIAZ,ERWIN EDUARDO DUARTE ALEMAN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0694-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,22531216,MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0696-46,01-618,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,16 CALLE 03-71,22534453,ROSA GEORGINA RIOS CASTILLO,JULIO ALEXANDER SOTZ AJSIJTUJ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0699-46,01-116,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE CIENCIAS DE LA COMUNICACIAN,10 AVENIDA 7-56,22067425,SE ELIMINO EL DISTRITO,THELMA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0700-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO TACNICO CIENCIA Y DESARROLLO,10A. CALLE 3-15,36117881,AMADO SALOMON FLORES PEREZ,MIRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0701-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO TACNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,36117881,AMADO SALOMON FLORES PEREZ,MIRYAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0706-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO COMERCIAL GUATEMALTECO,10A. CALLE 11-44,22534824,MARIANO DOMINGO ESTRADA TELETOR,CHARLOTTE ANN AFRE PYATT DE ESCOBIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0708-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO TACNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,36117881,AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0709-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO TACNICO INDUSTRIAL EMILIANI,2/1/2022,36117881,AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0710-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO TACNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,36117881,CARLOS HUMBERTO GONZALEZ DE LEON,MYRIAM JEANNETTE CIFUENTES ORTAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0712-46,01-001,CIUDAD CAPITAL,ZONA 1,LICEO SANTIAGO,9A. AVENIDA 5-17,2267425,SANDRA LIZZETH CRUZ IZAGUIRRE,THELMA ONDINA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0713-46,01-001,CIUDAD CAPITAL,ZONA 1,INSTITUTO BILINGUE GUATEMALTECO,6A. AVENIDA 5-17,22067425,SANDRA LIZZETH CRUZ IZAGUIRRE,THELMA ONDINA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0719-46,01-318,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""CRISTIANO GUATEMALTECO""",13 CALLE 2-30,2223228,LESLIE AZUCENA MONZON TECUN,ANDREA CAROLINA VILLAGRAN FUNES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA NORTE
